Gene	SRR11734906Aligned.out_markdup.bam	SRR11734907Aligned.out_markdup.bam	SRR11734908Aligned.out_markdup.bam	Average
LEMA_P062480.1	2.2816809089301473	3.2593303040654082	4.302953918438633	3.2813217104780628
LEMA_P062490.1	366.20978588328865	153.18852429107417	296.90382037226567	272.10071018220947
LEMA_P062500.1	258.97078316357175	49.704787136997474	166.73946433949703	158.47167821335543
LEMA_P062510.1	2213.230481662243	1742.1120475229607	2510.7736114089425	2155.3720468647152
LEMA_uP062520.1	0.0	2.4444977280490563	1.0757384796096583	1.1734120692195715
LEMA_P062530.1	5724.73740050574	1628.8503194566877	5183.983733238943	4179.190484400457
LEMA_P062540.1	1364.4451835402283	1172.5440768875305	1503.8823944943022	1346.9572183073535
LEMA_uP062550.1	0.0	0.0	0.0	0.0
LEMA_P062560.1	0.0	0.0	0.0	0.0
LEMA_uP062570.1	0.0	0.0	0.0	0.0
LEMA_P062580.1	0.0	0.0	0.0	0.0
LEMA_P062590.1	124.35160953669303	48.889954560981124	72.07447813384711	81.77201407717375
LEMA_P062600.1	3817.252160640137	30.963637888621378	1894.3754625926083	1914.1970870404555
LEMA_P062610.1	476.8713099664008	4.074162880081761	240.96541943256346	240.63696409301534
LEMA_P062620.1	179.1119513510166	0.0	84.983339889163	88.03176374672653
LEMA_P062630.1	61.605384541113985	28.51914016057232	46.25675462321531	45.46042644163387
LEMA_P062640.1	5104.12019327674	2711.7628129824197	3443.438873230516	3753.1072931632248
LEMA_P062650.1	2412.8775611936308	2375.236959087666	1916.965970664411	2235.0268303152357
LEMA_P062660.1	498.5472786012372	637.1990744447872	509.90003933497803	548.5487974603342
LEMA_P062670.1	335.40709361273167	386.23064103175085	398.02323745557356	373.22032403335203
LEMA_uP062680.1	3.422521363395221	8.963158336179873	2.1514769592193166	4.8457188862648035
LEMA_P062690.1	446.06861769584384	697.4966850699974	447.50720751761787	530.3575034278198
LEMA_P062700.1	3978.110664719712	5689.975878322186	4586.948877055583	4751.678473365827
LEMA_P062710.1	1669.049584882403	1551.4412247351343	1742.6963369676464	1654.3957155283945
LEMA_P062720.1	901.2639590274083	519.0483509224163	602.4135485814087	674.2419528437445
LEMA_P062730.1	9.12672363572059	8.148325760163521	13.984600234925558	10.419883210269889
LEMA_P062740.1	568.1385463236068	123.85455155448551	410.9320992108895	367.64173236299393
LEMA_P062750.1	75.29546999469487	39.92679622480125	35.49936982711872	50.24054534887161
LEMA_P062760.1	338.8296149761269	500.30720167404013	342.08483651587136	393.7405510553461
LEMA_P062770.1	3798.9987133686955	3754.7485102833502	3290.6840091259446	3614.810410925997
LEMA_uP062780.1	23.95764954376655	22.815312128457858	16.136077194144875	20.969679622123095
LEMA_P062790.1	906.9681612997337	1098.3943124700425	830.4701062586562	945.277526676144
LEMA_uP062800.1	0.0	0.0	0.0	0.0
LEMA_P062810.1	298.9001990698493	292.52489478987036	342.08483651587136	311.1699767918637
LEMA_P062820.1	53.61950135985847	44.81579168089936	57.01413941931189	51.816477486689905
LEMA_P062830.1	0.0	0.0	0.0	0.0
LEMA_P062840.1	466.60374587621516	365.04499405532573	379.7356833022094	403.79480774458335
LEMA_P062850.1	1156.8122208275847	1227.9526920566425	770.2287514005153	1051.6645547615808
LEMA_P062860.1	2699.2285152643644	9734.804785667358	2833.49515529184	5089.17615207452
LEMA_P062870.1	201.92876044031806	371.56365466345653	275.3890507800725	282.960488627949
LEMA_P062880.1	212.19632453050372	1876.5594225656587	292.60086645382705	793.7855378499966
LEMA_P062890.1	0.0	0.0	1.0757384796096583	0.3585794932032194
LEMA_P062900.1	0.0	0.0	0.0	0.0
LEMA_uP062910.1	1.1408404544650737	0.0	0.0	0.38028015148835786
LEMA_P062920.1	655.9832613174174	666.533047181376	679.866719113304	667.4610092040325
LEMA_P062930.1	5.704202272325369	9.777990912196225	12.908861755315899	9.463684979945832
LEMA_uP062940.1	3.422521363395221	3.2593303040654082	3.2272154388289747	3.303022368763201
LEMA_P062950.1	2371.8073048328883	2199.233122668134	2038.5244188603024	2203.1882821204417
LEMA_P062960.1	472.3079481485405	572.8273009394954	503.4456084573201	516.1936191817853
LEMA_P062970.1	3251.3952952254604	4232.240399828933	2646.3166598397593	3376.6507849647173
LEMA_uP062980.1	1.1408404544650737	3.2593303040654082	2.1514769592193166	2.1838825725832662
LEMA_P062990.1	2617.088002542879	3249.552313153212	2505.3949190108942	2790.678411568995
LEMA_P063000.1	225.8864099840846	263.1909220532817	234.5109885549055	241.19610686409064
LEMA_P063010.1	1473.9658671688753	158.0775197471723	842.3032295343625	824.7822054834701
LEMA_P063020.1	3.422521363395221	0.8148325760163521	8.605907836877266	4.2810872587629465
LEMA_P063030.1	23516.144287888565	21390.169953005257	18064.87628808499	20990.396842992937
LEMA_P063040.1	169.985227715296	211.85646976425153	152.75486410457148	178.19885386137298
LEMA_P063050.1	2725.467845717061	3407.6298329003844	2533.364119480745	2888.820599366063
LEMA_P063060.1	3395.1411924880595	110.81723033822388	6543.7171714655515	3349.8918647639453
LEMA_uP063070.1	5.704202272325369	0.0	0.0	1.9014007574417897
LEMA_P063080.1	1486.515112167991	93.70574624188049	1871.7849545208055	1150.6686043102256
LEMA_P063090.1	4820.050920114936	1337.95508981885	4169.562346967035	3442.5227856336073
LEMA_P063100.1	779.1940303996454	1046.245027604996	838.0002756159238	887.8131112068551
LEMA_P063110.1	44.49277772413787	52.14928486504653	38.7265852659477	45.12288261837737
LEMA_P063120.1	708.4619222228108	743.9421419029294	673.4122882356461	708.6054507871287
LEMA_P063130.1	1577.782348525197	1557.1450527672487	1652.334304680435	1595.7539019909602
LEMA_P063140.1	830.5318508505737	1840.7067892209393	966.0131546894731	1212.4172649203288
LEMA_P063150.1	2828.143486618918	3446.741796549169	2337.5797161917876	2870.8216664532915
LEMA_P063160.1	1448.8673771706437	1804.8541558762197	1285.5074831335417	1513.0763387268016
LEMA_P063170.1	9581.918977052155	8244.47600413345	8815.67684040115	8880.690607195585
LEMA_uP063180.1	18.25344727144118	45.630624256915716	17.211815673754533	27.031962400703808
LEMA_P063190.1	9408.511227973464	11091.501024734584	11392.070499066282	10630.694250591443
LEMA_P063200.1	58.18286317771876	56.22344774512829	102.19515556291753	72.20048882858819
