Gene	SRR999636.trimAligned.out_aligned.sorted.bam	SRR999637.trimAligned.out_aligned.sorted.bam	SRR999638.trimAligned.out_aligned.sorted.bam	SRR999639.trimAligned.out_aligned.sorted.bam	Average
MDC_LOCUS3	1156.6833701717399	1642.648466465688	2463.1876823772	2353.7581655033227	1904.0694211294876
MDC_LOCUS4	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS5	0.0	3.0457017301588776	13.504318434085528	14.571346464114667	7.780341657089767
MDC_LOCUS6	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS7	14.641561647743542	6.091403460317755	67.52159217042764	55.37111656363574	35.90641846053117
MDC_LOCUS8	0.0	0.0	1.8005757912114035	0.0	0.4501439478028509
MDC_LOCUS9	27.030575349680383	34.517952941800615	72.02303164845614	55.37111656363574	47.235669125893224
MDC_LOCUS10	1.1262739729033493	7.106637370370715	9.90316685166272	9.714230976076445	6.962577292753307
MDC_LOCUS11	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS12	0.0	0.0	0.0	0.9714230976076444	0.2428557744019111
MDC_LOCUS13	4.505095891613397	3.0457017301588776	0.0	0.0	1.8876994054430687
MDC_LOCUS14	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS15	0.0	2.0304678201059185	2.7008636868171054	1.942846195215289	1.668544425534578
MDC_LOCUS16	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS17	1.1262739729033493	0.0	0.0	0.0	0.2815684932258373
MDC_LOCUS18	0.0	0.0	1.8005757912114035	0.0	0.4501439478028509
MDC_LOCUS19	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS20	0.0	0.0	0.9002878956057018	0.0	0.22507197390142544
MDC_LOCUS21	0.0	2.0304678201059185	3.601151582422807	0.9714230976076444	1.6507606250340925
MDC_LOCUS22	0.0	0.0	0.0	0.0	0.0
MDC_LOCUS23	6.757643837420096	12.18280692063551	23.407485285748248	16.514192659329957	14.715532175783453
