Gene	SRR1664214.trimAligned.out_markdup.bam	SRR1664215.trimAligned.out_markdup.bam	SRR1664216.trimAligned.out_markdup.bam	SRR1664217.trimAligned.out_markdup.bam	Average
ANIA_10814	0.0	0.0	0.9624548292432641	0.0	0.24061370731081602
ANIA_10821	1.995838422945895	1.0454715197273683	0.9624548292432641	1.9917831301182483	1.498886975508694
ANIA_06485	0.0	0.0	0.0	0.0	0.0
ANIA_06484	0.0	0.0	0.9624548292432641	0.0	0.24061370731081602
ANIA_10813	0.9979192114729475	1.0454715197273683	0.9624548292432641	2.9876746951773723	1.498380063905238
ANIA_10820	20.956303440931897	6.27282911836421	27.911190048054657	51.78636138307446	26.731670997606308
ANIA_06482	0.0	1.0454715197273683	0.0	0.0	0.2613678799318421
ANIA_06481	15.96670738356716	9.409243677546314	76.03393151021785	78.6754336396708	45.02132905275053
ANIA_06480	21.954222652404844	12.54565823672842	71.22165736400154	72.70008424931606	44.60540562561272
ANIA_06479	14.968788172094213	12.54565823672842	77.95884116870438	57.7617107734292	40.80874958773906
ANIA_06478	0.9979192114729475	4.181886078909473	40.42310282821709	29.876746951773722	18.869913767593307
ANIA_11518	0.0	0.0	0.0	0.0	0.0
ANIA_06477	79.8335369178358	105.5926234924642	0.0	3.9835662602364965	47.35243166763412
ANIA_11517	0.0	0.0	0.0	0.0	0.0
ANIA_06476	6.985434480310633	12.54565823672842	796.9125986134226	927.1750470700446	435.90468460012653
ANIA_11516	0.0	0.0	0.0	0.0	0.0
ANIA_06475	86.81897139814643	97.22885133464526	6.737183804702848	5.9753493903547445	49.190088981962326
ANIA_06474	0.0	3.136414559182105	0.9624548292432641	0.9958915650591241	1.2736902383711233
ANIA_11515	5.987515268837685	6.27282911836421	7.699638633946113	7.967132520472993	6.98177888540525
ANIA_06473	352.26548164995046	295.8684400828452	322.42236779649346	504.9170234849759	368.8683282535663
ANIA_06472	11.97503053767537	9.409243677546314	76.03393151021785	90.6261324203803	47.01108453645496
ANIA_06471	271.43402552064174	281.2318388066621	146.29313404497614	199.17831301182483	224.53432784602617
ANIA_06470	487.98249441027133	519.5993453045021	804.6122372473687	904.2695410736846	679.1159045089566
ANIA_11514	0.9979192114729475	2.0909430394547366	4.81227414621632	8.963024085532117	4.21604012066903
ANIA_11513	0.0	2.0909430394547366	0.0	0.0	0.5227357598636841
ANIA_06469	249.47980286823687	222.68543370192944	227.1393397014103	206.1495539672387	226.36353255970383
ANIA_06468	32.93133397860727	48.09168990745894	48.122741462163205	47.802795122837956	44.23714011776684
ANIA_10812	16.96462659504011	14.636601276183157	69.29674770551502	85.64667459508468	46.63616254295574
ANIA_10819	20.956303440931897	27.182259512911575	533.1999754007683	795.7173604822402	344.263974709213
ANIA_10815	114.76070931938897	101.41073741355473	123.1942181431378	180.25637327570146	129.90550953794573
ANIA_10811	1.995838422945895	3.136414559182105	604.4216327647698	560.6869511282869	292.56020921879616
ANIA_06465	0.0	0.0	25.98628038956813	31.868530081891972	14.463702617865025
ANIA_06464	1.995838422945895	0.0	61.5971090715689	18.92193973612336	20.628721807659538
ANIA_11512	0.0	1.0454715197273683	0.0	0.0	0.2613678799318421
ANIA_11511	8.981272903256528	4.181886078909473	18.286641755622018	23.901397561418978	13.83779957480175
ANIA_06463	21.954222652404844	16.727544315637893	74.10902185173133	66.72473485896131	44.878880919683844
ANIA_11510	117.7544669538078	150.54789884074103	37.5357383404873	50.79046981801533	89.15714348826286
ANIA_06462	0.9979192114729475	2.0909430394547366	10.587003121675904	18.92193973612336	8.149451277181736
ANIA_06461	1.995838422945895	1.0454715197273683	0.9624548292432641	1.9917831301182483	1.498886975508694
ANIA_06460	250.47772207970982	215.36713306383788	5.774728975459584	6.971240955413869	119.64770626860529
ANIA_06459	0.0	1.0454715197273683	0.9624548292432641	1.9917831301182483	0.9999273697722202
ANIA_06458	0.0	0.0	0.0	0.0	0.0
ANIA_06457	13.970868960621265	13.591129756455787	1.9249096584865282	1.9917831301182483	7.869672876420457
ANIA_06456	0.0	0.0	0.0	0.0	0.0
ANIA_06455	0.9979192114729475	2.0909430394547366	0.0	0.0	0.772215562731921
ANIA_06454	0.0	0.0	0.0	0.9958915650591241	0.24897289126478103
ANIA_06453	0.9979192114729475	0.0	0.0	0.0	0.24947980286823687
ANIA_06452	2.9937576344188424	0.0	0.0	0.0	0.7484394086047106
ANIA_06451	1.995838422945895	3.136414559182105	16.361732097135487	24.897289126478103	11.597818551435399
ANIA_06450	9.979192114729475	4.181886078909473	12.511912780162433	47.802795122837956	18.618946524159835
ANIA_06449	0.0	0.0	102.98266672902925	88.63434929026205	47.904254004822825
ANIA_06448	0.0	1.0454715197273683	52.93501560837952	52.782252948133575	26.69068501906012
ANIA_06447	0.0	0.0	117.41948916767821	101.58093963603066	54.75010720092722
ANIA_11509	0.0	0.0	2.887364487729792	4.97945782529562	1.9667055782563532
ANIA_06446	0.0	0.0	42.34801248670362	53.7781445131927	24.03153924997408
ANIA_06445	6.985434480310633	8.363772157818946	79.88375082719091	106.56039746132627	50.44833873166169
