Gene	RNAseq_PRJNA541531/SRR9024768_trim_align.sort.bam	RNAseq_PRJNA541531/SRR9024769_trim_align.sort.bam	RNAseq_PRJNA541531/SRR9024771_trim_align.sort.bam	Average
NCU10129	65.2315986731422	96.41703633887852	134.32043975067526	98.65635825423199
NCU09901	140.3467729028211	188.97739122420188	165.8017928172398	165.0419856480876
NCU09903	194.70643846377294	230.43671684991963	169.9993065594484	198.38082062438033
NCU11134	0.0	0.0	0.0	0.0
NCU09904	117.6145491227867	55.92188107654954	70.30835518199409	81.28159512711011
NCU09906	610.8049693939679	235.25756866686356	442.8376998030075	429.63341262127966
NCU09907	0.0	0.9641703633887851	0.0	0.32139012112959503
NCU09908	0.0	0.0	0.0	0.0
NCU09909	239.18252846818808	339.3879679128524	243.45579704809893	274.0087644763798
NCU09910	99.82411312102064	134.98385087442992	125.92541226625806	120.24445875390286
NCU09911	697.7804342914909	784.834675798471	800.6757463262909	761.0969521387509
NCU09912	168.02078446112387	226.5800353963645	182.5918477860742	192.39755588118751
NCU09913	12.848648223497706	25.068429448108414	19.93819027549086	19.285089315698993
NCU09914	12.848648223497706	27.96094053827477	31.481353066564516	24.096980609445666
NCU10501	0.0	0.0	0.0	0.0
NCU08049	89.94053756448395	103.16622888260001	103.88846511966291	98.99841052224895
NCU08050	28.662369113956423	31.81762199182991	39.87638055098172	33.45212388558935
NCU08051	128.48648223497707	162.9447914127047	179.44371247941774	156.95832870903317
NCU16303	0.0	0.0	0.0	0.0
NCU08052	18.778793557419725	32.78179235521869	140.61671036398818	64.05909875887552
NCU08053	517.899359162523	744.3395205361421	644.3183594290205	635.5190797092285
NCU08054	636.5022658409633	762.658757440529	736.6636617576097	711.9415616797006
NCU08055	3967.2672283938305	3487.4042043772356	3798.749936698785	3751.140456489951
NCU08056	42.4993748931078	41.45932562571776	57.71581395536828	47.224838158064614
NCU08057	211.50851690988534	334.56711609590843	207.77693023932582	251.28418774837317
NCU08058	8.895218000883029	8.677533270499065	9.444405919969356	9.005719063783816
NCU08059	0.0	0.9641703633887851	0.0	0.32139012112959503
NCU08060	5.9301453339220185	9.64170363388785	12.592541226625807	9.388130064811891
NCU08062	14.825363334805047	21.211747994553274	16.790054968834408	17.609055432730912
NCU08063	324.1812782544037	384.70397499212527	275.9865285502156	328.29059393224816
NCU08064	735.3380214063303	884.1442232275159	677.8984693666893	765.7935713335119
NCU08065	66.21995622879588	127.27048796731964	82.9008964086199	92.13044686824514
NCU08066	539.6432253869037	690.3459801863702	581.3556532958914	603.7816196230551
NCU10696	102.78918578798165	139.80470269137385	121.72789852404946	121.44059566780165
NCU08067	703.710579625413	773.2646314378056	668.4540634467199	715.1430915033128
NCU08068	108.71933112190368	122.44963615037571	133.27106131512312	121.48000952913416
NCU08069	31.627441780917433	51.10102925960561	43.02451585763817	41.917662299387075
NCU08070	375.5758711483945	391.4531675358468	386.1712642831914	384.4001009891442
NCU08071	451.6794029337271	457.01675224628417	456.4796194651855	455.0585915483989
NCU08072	825.2785589708143	912.1051637657907	838.4533700061683	858.612364247591
NCU08073	0.9883575556536698	2.8925110901663555	3.1481353066564517	2.3430013174921593
NCU08074	0.0	0.0	0.0	0.0
NCU08075	0.0	0.0	0.0	0.0
NCU08076	89.94053756448395	114.73627324326543	75.55524735975484	93.41068605583473
NCU08077	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU08078	0.0	0.0	0.0	0.0
NCU08079	0.0	0.0	0.0	0.0
NCU08080	0.0	0.0	0.0	0.0
NCU16305	0.0	0.0	0.0	0.0
NCU08081	0.0	0.0	0.0	0.0
NCU08083	0.0	0.0	0.0	0.0
NCU08084	0.0	0.0	0.0	0.0
NCU08085	0.0	0.0	1.0493784355521505	0.3497928118507168
NCU08086	0.0	0.0	0.0	0.0
NCU08087	4.941787778268349	0.0	6.296270613312903	3.746019463860417
NCU08089	0.9883575556536698	0.9641703633887851	1.0493784355521505	1.000635451531535
NCU16306	413.133458263234	504.2611000523346	458.5783763362898	458.6576448839528
NCU08090	443.7725424884977	504.2611000523346	610.7382494913517	519.5906306773946
NCU10622	43.48773244876147	83.88282161482431	53.51830021315968	60.29628475891516
NCU08091	190.75300824115828	193.7982430411458	202.53003806156505	195.69376311462304
NCU08092	1276.9579619045414	1799.141898083473	1793.3877463586252	1623.16253544888
NCU08093	3565.005703242787	3577.072048172393	3958.255458902712	3700.111070105964
NCU08094	829.231989193429	1353.6951901978543	1393.574562413256	1192.1672472681796
NCU08095	0.0	6.749192543721496	3.1481353066564517	3.299109283459316
NCU08096	2.9650726669610092	1.9283407267775703	6.296270613312903	3.729894669017161
NCU16307	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU08097	10.871933112190368	10.605873997276637	9.444405919969356	10.307404343145453
NCU08098	4.941787778268349	4.820851816943925	18.88881183993871	9.550483811716996
NCU08099	43.48773244876147	83.88282161482431	51.41954334205538	59.596699135213726
NCU08100	31.627441780917433	35.67430344538505	25.185082453251614	30.828942559851367
NCU08101	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU08102	0.0	0.0	0.0	0.0
NCU08103	0.0	0.0	0.0	0.0
NCU08105	0.0	0.0	0.0	0.0
NCU08106	0.0	0.0	1.0493784355521505	0.3497928118507168
NCU08107	0.0	0.0	0.0	0.0
NCU08109	0.0	0.0	0.0	0.0
NCU08110	757.0818876307111	912.1051637657907	736.6636617576097	801.9502377180371
NCU08111	188.77629312985093	234.2933983034748	236.11014799923387	219.72661314418653
NCU08112	52.3829504496445	68.45609580060375	80.80213953751559	67.21372859592128
NCU08113	9.883575556536698	6.749192543721496	9.444405919969356	8.692391340075849
NCU08114	7.906860445229358	3.8566814535551406	10.493784355521505	7.419108751435335
NCU08115	139.35841534716744	203.43994667503367	118.57976321739301	153.79270841319803
NCU08116	2.9650726669610092	0.9641703633887851	1.0493784355521505	1.6595404886339817
NCU08117	56.336380672259175	88.70367343176824	73.45649048865054	72.83218153089264
NCU08118	411.1567431519266	498.4760778720019	400.86256238092153	436.83179446828336
NCU08119	484.2952022702982	544.7562553146636	515.2448118561059	514.7654231470225
NCU08120	987.3691980980161	1193.642909875316	1024.193353098899	1068.4018203574103
NCU08121	83.02203467490827	80.99031052465796	84.9996532797242	83.0039994930968
