Gene	RNAseq_PRJNA541531/SRR9024768_trim_align.sort.bam	RNAseq_PRJNA541531/SRR9024769_trim_align.sort.bam	RNAseq_PRJNA541531/SRR9024771_trim_align.sort.bam	Average
NCU10647	424.993748931078	480.156840967615	458.5783763362898	454.57632207832756
NCU16310	0.0	0.0	0.0	0.0
NCU07509	153.19542112631882	233.329227940086	206.72755180377365	197.75073362339285
NCU07508	0.0	0.0	0.0	0.0
NCU16311	26.685654002649084	38.5668145355514	37.77762367987742	34.34336407269264
NCU07507	37.55758711483945	26.0325998114972	26.234460888803763	29.94154927171347
NCU07506	310.3442724752523	302.7494941040785	358.8874249588355	323.9937305127221
NCU07505	267.84489758214454	371.20558990468226	323.20855815006234	320.75301521229636
NCU07504	386.4478042605849	484.01352242117014	409.25758986533873	426.5729721823646
NCU07503	2290.024456449553	3072.810948120058	2987.5804060169726	2783.471936862194
NCU07502	156.16049379327984	161.9806210493159	160.55490063947903	159.56533849402493
NCU07501	0.0	0.0	0.0	0.0
NCU07500	0.0	0.0	0.0	0.0
NCU07499	0.0	0.0	1.0493784355521505	0.3497928118507168
NCU07498	384.47108914927753	446.4108782490075	394.5662917676086	408.4827530552979
NCU07497	112.67276134451835	158.12393959576076	166.85117125279194	145.88262406435703
NCU07496	248.07774646907112	264.18267956852713	252.9002029680683	255.05354300188887
NCU07495	523.829504496445	699.987683820258	691.5403890288673	638.4525257818567
NCU07494	337.0299264779014	426.16330061784305	390.3687780254	384.52066837371484
NCU07493	1140.564619224335	1318.9850571158581	1288.636718858041	1249.395465066078
NCU07492	300.4606969187156	384.70397499212527	259.1964735813812	314.78704849740734
NCU07491	1150.4481947808717	1251.493131678643	997.9588922100952	1133.30007288987
NCU07489	620.6885449505046	844.6132383285758	646.4171163001247	703.906299859735
NCU16314	0.0	0.0	0.0	0.0
NCU07487	13.837005779151378	12.534214724054207	22.03694714659516	16.136055883266916
NCU07486	1.9767151113073396	0.0	3.1481353066564517	1.708283472654597
NCU07485	21.743866224380735	23.140088721330844	34.629488373220966	26.50448110631085
NCU07484	6.918502889575689	7.713362907110281	10.493784355521505	8.375216717402493
NCU07483	381.50601648231657	482.0851816943926	370.43058774990914	411.34059530887276
NCU07482	161.1022815715482	181.2640283170916	141.66608879954032	161.34413289606002
NCU07481	312.3209875865597	348.06550118335144	263.3939873235898	307.9268253645003
NCU07480	0.0	0.0	0.0	0.0
NCU07479	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU07478	159.12556646024083	184.15653940725795	115.43162791073657	152.90457792607845
NCU07477	65.2315986731422	66.52775507382617	77.65400423085914	69.80445265927584
NCU07476	48.42952022702982	60.74273289349346	50.37016490650323	53.18080600900884
NCU07475	0.0	0.0	0.0	0.0
NCU07474	82.03367711925459	80.99031052465796	96.54281607079785	86.52226790490347
NCU07473	1592.244022158062	1742.2558466435348	1229.8715264671205	1521.4571317562393
NCU07472	316.27441780917434	354.81469372707295	261.2952304524855	310.7947806629109
NCU07471	954.753398761445	1285.2390943972505	1109.193006378623	1116.3951665124396
NCU07468	553.4802311660551	628.6390769294879	458.5783763362898	546.8992281439442
NCU07467	822.3134863038532	1013.3430519216132	967.5269175790828	934.3944852681831
NCU07466	146.27691823674314	170.65815431981497	230.86325582147313	182.59944279267708
NCU07465	2207.990779330298	1966.9075413131216	2376.8421565256212	2183.9134923896804
NCU07464	2.9650726669610092	1.9283407267775703	2.098756871104301	2.330723421614293
NCU07463	3.953430222614679	4.820851816943925	4.197513742208602	4.323931927255735
NCU07462	1.9767151113073396	0.9641703633887851	2.098756871104301	1.6798807819334751
NCU07461	22.732223780034406	26.996770174885985	26.234460888803763	25.321151614574717
NCU07460	357.78543514662846	406.87989335006733	366.23307400770057	376.96613416813216
NCU07459	565.3405218338992	671.0625729185945	432.34391544748604	556.2490033999933
NCU16316	32.6157993365711	53.02936998638318	41.97513742208602	42.54010224834676
NCU07458	1925.3205184133487	2485.631196816288	2110.300033895375	2173.7505830416703
NCU07457	130.4631973462844	165.83730250287104	153.20925159061397	149.83658381325648
NCU07456	531.7363649416743	640.2091212901533	506.8497843716887	559.5984235345054
NCU07455	17.790436001766057	15.426725814220562	14.691298097730108	15.969486637905575
NCU07454	108.71933112190368	91.59618452193459	142.7154672350925	114.3436609596436
NCU07453	510.9808562729473	547.64876640483	553.0224355359834	537.2173527379201
NCU07452	172.96257223939222	336.495456822686	204.62879493266936	238.0289413315825
NCU07451	1970.7849659734175	2393.070841930965	2262.4599070504364	2208.7719049849397
NCU07450	8.895218000883029	26.0325998114972	13.641919662177957	16.189912491519394
NCU07449	2.9650726669610092	0.9641703633887851	3.1481353066564517	2.3591261123354155
NCU07448	0.0	0.0	0.0	0.0
NCU07447	285.63533358391055	397.2381897161795	394.5662917676086	359.14660502256623
NCU07446	1819.5662599584061	2308.2238499527516	1843.7579112651285	1990.516007058762
NCU07445	78.08024689663992	61.70690325688225	48.27140803539893	62.6861860629737
NCU07443	978.4739800971331	1358.5160420147981	1048.3290571165985	1128.4396930761766
NCU07442	1139.5762616686814	1574.490203413886	1502.7099197106795	1405.5921282644158
NCU07441	47.44116267137615	67.49192543721496	56.66643551981613	57.19984120946908
NCU07440	234.24074068991973	339.3879679128524	256.04833827472476	276.5590156258323
NCU07439	2267.2922326695184	2123.1031401821047	2578.322816151634	2322.906063001086
NCU07438	558.4220189443234	635.3882694732094	620.182655411321	604.6643146096179
NCU07437	2868.21362650695	4033.124630055288	3383.1960762201334	3428.1781109274575
NCU07436	47.44116267137615	64.59941434704861	81.85151797306774	64.63069833049751
NCU07435	525.8062196077524	623.8182251125439	560.3680845848484	569.9975097683815
NCU07434	55.34802311660551	90.6320141585458	81.85151797306774	75.94385174940635
NCU07433	0.0	0.9641703633887851	1.0493784355521505	0.671182932980312
NCU07432	910.2773087570299	1001.7730075609477	932.8974292058618	948.3159151746131
NCU07430	760.0469602976721	798.333060885914	715.6760930465667	758.0187047433842
NCU07429	0.0	0.0	0.0	0.0
NCU07428	212.496874465539	393.3815082626243	349.4430190388661	318.44046725567654
NCU07427	4.941787778268349	10.605873997276637	2.098756871104301	5.882139548883096
NCU10006	16.802078446112386	20.24757763116449	17.83943340438656	18.29636316055448
NCU10007	909.2889512013762	1020.0922444653347	1167.9581987695435	1032.4464648120847
NCU10008	3554.1337701305965	3739.0526692217086	4135.6004145110255	3809.5956179544432
NCU09064	7.906860445229358	4.820851816943925	11.543162791073657	8.090291684415647
NCU09065	282.6702609169496	290.2152793800243	302.2209894390194	291.7021765786644
NCU09066	12.848648223497706	13.498385087442992	17.83943340438656	14.728822238442419
NCU09068	2743.6805744945873	3339.8861387787515	3006.469217856911	3030.011977043416
NCU09069	38.54594467049312	80.02614016126917	97.59219450635	72.05475977937077
NCU09070	84.01039223056193	84.8469919782131	90.24654545748494	86.36797655542
NCU09071	768.9421782985551	976.7045781128394	877.2803721215979	874.3090428443307
NCU09072	2.9650726669610092	3.8566814535551406	4.197513742208602	3.6730892875749177
NCU10839	0.0	0.0	0.0	0.0
NCU09073	95.87068289840597	131.12716942087476	119.62914165294517	115.5423313240753
NCU09074	0.9883575556536698	5.785022180332711	2.098756871104301	2.957378869030227
NCU09075	63.254883561834866	56.88605143993832	66.11084143978549	62.083925480519554
NCU09076	2756.529222718085	2985.071445051679	2585.6684652004988	2775.7563776567545
NCU09077	45.46444756006881	126.30631760393085	104.93784355521505	92.23620290640491
NCU09078	66.21995622879588	63.63524398365982	43.02451585763817	57.62657202336462
NCU09079	2409.615720683647	2781.631498376645	2381.0396702678295	2524.0956297760404
NCU09080	0.0	0.0	0.0	0.0
NCU09081	0.0	0.0	0.0	0.0
NCU09082	0.0	0.9641703633887851	0.0	0.32139012112959503
NCU09084	67.20831378444954	59.77856253010468	143.76484567064463	90.25057399506629
NCU09085	726.4428034054473	822.4373199706337	1027.3414884055553	858.7405372605454
NCU16318	414.1218158188876	487.8702038747253	580.3062748603393	494.0994315179841
NCU09087	79.06860445229358	79.06196979788038	74.50586892420269	77.54548105812556
NCU09088	398.30809492842894	478.22850024083743	426.0476448341731	434.19474666781315
NCU09089	10995.477806647077	13709.538397025135	12178.036744582707	12294.35098275164
NCU09090	678.0132831784175	888.0009046810711	938.1443213836226	834.7195030810371
NCU09091	200.63658379769498	213.08165030892152	163.7030359461355	192.47375668425067
NCU09092	71.16174400706423	81.95448088804673	81.85151797306774	78.32258095605958
NCU09093	29.650726669610094	23.140088721330844	33.580109937668816	28.790308442869918
NCU09094	42.4993748931078	50.13685889621683	43.02451585763817	45.22024988232093
NCU09095	161.1022815715482	165.83730250287104	134.32043975067526	153.75334127503152
NCU09096	4.941787778268349	9.64170363388785	9.444405919969356	8.009299110708518
NCU09097	1884.7978586315483	2831.768357272862	2728.3839324355913	2481.6500494466673
NCU09098	194.70643846377294	248.75595375430657	230.86325582147313	224.77521601318423
NCU09099	0.9883575556536698	3.8566814535551406	4.197513742208602	3.014184250472471
NCU09100	148.25363334805047	184.15653940725795	151.1104947195097	161.17355582493937
NCU09101	1012.0781369893579	1170.5028211539852	988.5144862901258	1057.0318148111562
NCU09102	208.54344424292432	226.5800353963645	198.33252431935645	211.15200131954842
NCU09103	2.9650726669610092	6.749192543721496	2.098756871104301	3.937674027262269
NCU09104	909.2889512013762	1027.805607372445	930.7986723347575	955.9644103028595
NCU16320	2.9650726669610092	2.8925110901663555	4.197513742208602	3.351699166445323
NCU02187	1956.9479601942662	2271.5853761439776	2330.669505361326	2186.4009472331895
NCU02184	1769.160024620069	3189.475562090101	2160.670198801878	2373.101928504016
NCU02183	2.9650726669610092	0.0	0.0	0.9883575556536698
NCU02182	452.6677604893808	554.3979589485515	384.0725074120871	463.7127422833398
NCU02181	16247.609857390678	18502.429273430786	17604.372634822877	17451.470588548113
NCU02179	122.55633690105505	138.84053232798504	125.92541226625806	129.10742716509938
NCU02178	1.9767151113073396	0.9641703633887851	1.0493784355521505	1.3300879700827586
NCU16321	0.0	0.0	1.0493784355521505	0.3497928118507168
NCU02177	161.1022815715482	204.40411703842244	220.36947146595162	195.29195669197406
NCU02176	155.17213623762615	181.2640283170916	158.45614376837474	164.96410277436416
NCU16323	53.37130800529817	95.45286597548973	62.96270613312903	70.59562670463897
NCU02175	777.8373962994382	644.0658027437084	538.3311374382532	653.4114454938
NCU16325	5.9301453339220185	4.820851816943925	12.592541226625807	7.7811794591639165
NCU02174	133.42827001324542	134.01968051104114	137.46857505733172	134.97217519387277
NCU02173	288.6004062508716	377.95478244840376	291.72720508349784	319.42746459425774
NCU02172	325.16963581005734	439.661685705286	307.4678816167801	357.4330677107078
NCU02171	0.0	3.8566814535551406	4.197513742208602	2.684731731921248
NCU02170	54.35966556095184	71.3486068907701	44.07389429319032	56.59405558163743
NCU02169	50.40623533833716	39.53098489894019	54.567678648711826	48.16829962866306
NCU02168	80.05696200794725	110.87959178971029	77.65400423085914	89.53018600950556
NCU02167	374.58751359274083	505.2252704157234	493.2078647095108	457.67354957265826
NCU16327	0.0	7.713362907110281	5.246892177760753	4.320085028290344
NCU02165	129.47483979063074	161.9806210493159	144.81422410619678	145.42322831538115
NCU02164	1680.2078446112387	1710.4382246517048	1580.3639239415388	1657.0033310681608
NCU02163	16.802078446112386	17.35506654099813	18.88881183993871	17.681985609016408
NCU02162	340.9833567005161	358.67137518062805	350.4923974744183	350.0490431185208
NCU02161	28.662369113956423	18.319236904386916	25.185082453251614	24.055562823864985
NCU02160	1455.8506794778557	1823.2461571681927	1809.1284228919076	1696.075086512652
NCU02159	116.62619156713303	141.73304341815142	93.3946807641414	117.25130524980862
NCU02158	60.28981089487386	80.02614016126917	75.55524735975484	71.95706613863263
NCU02157	366.6806531475115	531.2578702272206	567.7137336337134	488.5507523361485
NCU02156	239.18252846818808	244.89927230075142	256.04833827472476	246.7100463478881
NCU02155	57.324738227912846	97.38120670226729	77.65400423085914	77.45331638701309
NCU16328	11.860290667844037	23.140088721330844	24.135704017699464	19.71202780229145
NCU16329	720.5126580715253	877.3950306837945	744.0093108064748	780.6389998539315
NCU02153	298.48398180740827	335.53128645929723	400.86256238092153	344.9592768825423
NCU02152	701.7338645141056	857.14745305263	683.14536154445	747.3422263703951
NCU02151	352.8436473683601	459.9092633364505	374.62810149211776	395.79367073230947
NCU02150	60.28981089487386	99.30954742904487	88.14778858638064	82.58238230343312
NCU02149	238.19417091253442	357.7072048172393	291.72720508349784	295.87619360442386
NCU02148	502.0856382720643	617.0690325688224	618.0838985402166	579.0795231270345
NCU16330	28.662369113956423	56.88605143993832	31.481353066564516	39.00992454015309
NCU02147	219.41537735511469	270.93187211224864	284.3815560346328	258.24293516733206
NCU02146	0.9883575556536698	0.0	1.0493784355521505	0.67924533040194
NCU02145	0.0	2.8925110901663555	1.0493784355521505	1.313963175239502
NCU10687	2689.3209089336356	2504.9146040840637	2742.0258520977695	2645.4204550384898
NCU02144	0.9883575556536698	0.9641703633887851	0.0	0.6508426396808183
NCU02143	0.0	0.0	0.0	0.0
NCU02142	129.47483979063074	161.0164506859271	99.6909513774543	130.06074728467073
NCU02139	1063.4727298833486	1127.1151548014898	1008.4526765656167	1066.3468537501515
NCU02138	534.7014376086354	508.11778150588975	493.2078647095108	512.0090279413453
NCU02137	179.8810751289679	235.25756866686356	208.82630867487796	207.98831749023648
NCU02136	8724.232143754944	10149.82141539374	10739.338909440708	9871.130822863131
NCU02134	3006.5836842984636	4187.391888197494	3672.824524432527	3622.2666989761615
NCU02133	3841.7458188258147	4853.633609299144	4619.363873300566	4438.247767141842
NCU02132	18.778793557419725	20.24757763116449	27.283839324355913	22.103403504313377
NCU02131	752.1400998524427	877.3950306837945	838.4533700061683	822.6628335141353
NCU02130	149.24199090370414	160.05228032253834	143.76484567064463	151.01970563229568
NCU02129	0.0	0.0	0.0	0.0
NCU02128	24.708938891341745	35.67430344538505	40.92575898653387	33.769667107753556
NCU02127	163.07899668285552	162.9447914127047	192.03625370604354	172.6866806005346
NCU02126	34.59251444787844	37.60264417216262	43.02451585763817	38.406558159226414
NCU02125	14.825363334805047	24.10425908471963	26.234460888803763	21.721361102776147
NCU02124	2240.6065786668696	2726.6737876634843	2424.0641861254676	2463.7815174852735
NCU02123	66.21995622879588	118.59295469682057	80.80213953751559	88.53835015437734
NCU02122	241.15924357949544	268.0393610220823	269.6902579369027	259.62962084616015
NCU02121	202.6132989090023	208.2607984919776	156.35738689727043	189.0771614327501
NCU10232	368.65736825881885	481.1210113310038	383.02312897653496	410.93383618878585
NCU02120	581.1542427243578	644.0658027437084	648.515873171229	624.5786395464318
NCU02119	155.17213623762615	138.84053232798504	123.82665539515376	139.2797746535883
NCU02118	117.6145491227867	169.6939839564262	135.36981818622743	140.89278375514678
NCU02117	257.96132202560784	318.17621991829907	235.06076956368173	270.39943716919623
NCU02116	74.12681667402524	103.16622888260001	80.80213953751559	86.03172836471362
NCU02115	528.7712922747133	609.3556696617122	462.7758900784984	533.6342840049747
NCU02114	2337.465619120929	2532.8755446223386	2802.889801359794	2557.7436550343537
NCU16332	0.0	0.0	0.0	0.0
NCU02113	878.6498669761124	1006.5938593778917	929.7492938992054	938.3310067510698
NCU02112	547.550085832133	681.6684469158711	560.3680845848484	596.5288724442843
NCU02111	1191.9592121183257	1321.8775682060243	1276.044177631415	1263.2936526519218
NCU02110	828.2436316377753	765.5512685306954	818.5151797306775	804.1033599663828
NCU02109	2177.3516951050347	2396.9275233845196	2349.5583172012653	2307.9458452302733
NCU02108	206.566729131617	290.2152793800243	194.13501057714785	230.3056730295964
NCU02107	196.6831535750803	210.18913921875514	218.2707145948473	208.38100246289423
NCU02106	90.92889512013762	105.09456960937757	96.54281607079785	97.52209360010436
NCU02105	57.324738227912846	60.74273289349346	87.0984101508285	68.38862709074493
NCU02104	93.89396778709863	116.664613970043	86.04903171527634	98.869204490806
NCU02103	1959.9130328612273	2526.126352078617	2221.5341480639026	2235.8578443345823
NCU11212	155.17213623762615	174.5148357733701	156.35738689727043	162.01478630275554
NCU11211	0.9883575556536698	4.820851816943925	8.395027484417204	4.734745619004933
NCU16333	1.9767151113073396	0.9641703633887851	2.098756871104301	1.6798807819334751
NCU02101	43.48773244876147	45.3160070792729	52.46892177760753	47.09088710188063
NCU02100	264.8798249151835	282.50191647291405	291.72720508349784	279.70298215719845
NCU11041	173.95092979504588	191.86990231436823	327.406071892271	231.0756346672284
NCU02099	1772.12509728703	2052.7187036547234	2509.063839405192	2111.302546782315
NCU02098	3890.1753390528443	3678.3099363282154	3732.6390952589995	3767.0414568800193
NCU02097	72.1501015627179	61.70690325688225	88.14778858638064	74.0015978019936
NCU02096	246.1010313577638	322.997071735243	197.2831458838043	255.4604163256037
NCU02095	365.6922955918578	409.7724044402337	378.82561523432634	384.76343842213925
NCU02094	303.4257695856766	410.7365748036225	330.55420719892743	348.23885052940886
NCU02092	119.59126423409404	138.84053232798504	84.9996532797242	114.47714994726776
NCU02091	115.63783401147937	126.30631760393085	105.98722199076721	115.97712453539248
NCU02090	1432.1300981421675	1608.2361661324935	1414.562131124299	1484.9761317996533
NCU16334	0.9883575556536698	2.8925110901663555	1.0493784355521505	1.6434156937907254
NCU02089	282.6702609169496	416.5215969839552	343.14674842555326	347.4462021088193
NCU02088	6.918502889575689	6.749192543721496	9.444405919969356	7.70403378442218
NCU02087	5.9301453339220185	7.713362907110281	17.83943340438656	10.494313881806287
NCU02086	622.665260061812	612.2481807518785	652.7133869134376	629.2089425757094
NCU10903	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU02085	16.802078446112386	18.319236904386916	19.93819027549086	18.35316854199672
NCU02084	512.9575713842546	405.91572298667853	501.60289219392797	473.49206218828704
NCU02083	810.4531956360092	1012.3788815582244	932.8974292058618	918.5765021333651
NCU02082	562.3754491669381	636.3524398365981	610.7382494913517	603.155379498296
NCU02081	4.941787778268349	2.8925110901663555	1.0493784355521505	2.961225767995618
NCU11210	0.0	0.0	0.0	0.0
NCU02080	56.336380672259175	82.91865125143552	45.12327272874247	61.45943488414573
NCU02079	342.9600718118234	358.67137518062805	330.55420719892743	344.06188473045967
NCU02078	348.89021714574545	427.1274709812318	314.81353066564515	363.6104062642075
NCU02077	1.9767151113073396	5.785022180332711	2.098756871104301	3.2868313875814508
NCU02076	1348.1197059116057	1651.623832484989	1303.328016955771	1434.3571851174554
NCU02075	14993.384119266171	16931.795751470454	16947.46173416723	16290.880534967951
NCU02074	1539.8610717084175	1807.819431353972	2128.1394672997612	1825.2733234540501
NCU02073	15.813720890458717	18.319236904386916	22.03694714659516	18.72330164714693
NCU02071	13.837005779151378	13.498385087442992	14.691298097730108	14.008896321441492
NCU02070	283.6586184726032	353.85052336368415	326.3566934567188	321.2886117643354
NCU16336	50.40623533833716	39.53098489894019	45.12327272874247	45.020164322006615
NCU16337	574.2357398347822	752.0528834432524	644.3183594290205	656.868994235685
NCU02068	595.9796060591628	643.1016323803196	605.4913573135909	614.8575319176912
NCU02067	44.47609000441514	61.70690325688225	81.85151797306774	62.67817041145505
NCU11209	206.566729131617	266.1110202953047	311.6653953589887	261.4477149286368
NCU02066	229.29895291165138	257.43348702480563	209.8756871104301	232.20270901562904
NCU02065	145.28856068108945	212.11747994553272	167.90054968834409	175.1021967716554
NCU02064	1500.3267694822707	1705.6173728347608	1667.4623340923672	1624.4688254697994
NCU02063	367.66901070316516	460.87343369983927	435.4920507541425	421.34483171904895
NCU02062	0.9883575556536698	0.9641703633887851	4.197513742208602	2.050013887083686
NCU02061	42.4993748931078	49.17268853282804	43.02451585763817	44.89885976119134
NCU02060	51.394592893990826	89.66784379515701	80.80213953751559	73.95485874222113
NCU02059	1171.2037034495986	1471.323974531286	1349.5006681200657	1330.6761153669834
NCU02058	79.06860445229358	107.98708069954394	93.3946807641414	93.4834553053263
NCU02057	628.595405395734	803.153912702858	696.787281206628	709.5121997684067
NCU02056	163.07899668285552	227.54420575975328	180.49309091496988	190.37209778585955
NCU02055	343.9484293674771	447.3750486123963	378.82561523432634	390.0496977380665
NCU02054	140.3467729028211	223.68752430619816	207.77693023932582	190.6037424827817
NCU02053	150.2303484593578	188.97739122420188	134.32043975067526	157.84272647807833
NCU02052	396.3313798171216	545.7204256780524	389.3193995898479	443.79040169500723
NCU10806	239.18252846818808	343.2446493664075	282.2827991635285	288.2366589993747
NCU02051	353.8320049240138	313.35536810135517	326.3566934567188	331.1813554940293
NCU02049	394.35466470581423	374.0981009948486	290.6778266479457	353.04353078286954
NCU02048	842.0806374169266	967.0628744789515	728.2686342731924	845.8040487230234
NCU02046	303.4257695856766	355.7788640904617	200.43128119046077	286.545304955533
NCU02044	2123.980387099736	2685.2144620377667	2357.953344685682	2389.0493979410617
NCU02043	172.96257223939222	220.7950132160318	184.6906046571785	192.8160633708675
NCU02042	161.1022815715482	191.86990231436823	173.14744186610486	175.3732085840071
NCU02041	2459.0335984663307	2777.77481692309	2726.285175564487	2654.364530317969
NCU02040	0.9883575556536698	2.8925110901663555	3.1481353066564517	2.3430013174921593
NCU02039	160.1139240158945	183.19236904386918	166.85117125279194	170.0524881041852
NCU02038	57.324738227912846	81.95448088804673	69.25897674644193	69.51273195413383
NCU02037	0.9883575556536698	0.0	0.0	0.32945251855122326
NCU02036	471.4465540468005	530.2936998638318	448.08459198076827	483.2749486304668
NCU02035	10.871933112190368	16.390896177609346	27.283839324355913	18.182222871385207
NCU02034	1.9767151113073396	5.785022180332711	17.83943340438656	8.533723565342205
NCU02033	366.6806531475115	497.51190750861315	455.43024102963335	439.874267228586
NCU02032	0.0	0.9641703633887851	0.0	0.32139012112959503
